emp_no,exit_date,exit_reason
264715,1/15/99,2
12029,7/14/01,2
246647,6/24/92,6
469266,10/30/07,6
32165,8/8/07,7
106395,5/26/94,4
466554,2/20/99,5
467042,5/11/96,1
416050,9/22/99,2
257037,6/13/05,5
80539,10/15/91,3
475279,12/3/94,6
448569,1/23/09,1
251556,5/13/04,6
202896,8/30/02,7
240703,4/9/05,1
19793,11/15/00,6
494995,3/21/97,4
260894,2/8/04,1
236331,1/6/97,2
220571,2/10/10,4
299944,3/22/03,1
459115,1/2/99,6
208751,3/6/95,1
499522,12/16/02,2
495423,3/9/98,6
244900,2/13/91,1
485769,9/7/01,3
279517,12/17/00,4
36105,4/17/96,2
459670,4/30/94,4
463589,6/11/10,3
430478,5/29/04,3
23395,10/23/01,7
460670,11/20/08,7
287386,3/24/02,6
229916,9/3/05,5
107677,3/7/04,1
81367,5/6/00,1
46247,9/20/02,1
84405,9/13/04,2
14236,7/9/00,3
11118,3/12/97,6
69015,9/10/97,5
92400,3/10/04,5
414978,2/6/01,5
217165,8/25/95,7
279546,1/28/97,4
59353,1/11/97,4
42070,5/13/97,5
297059,5/9/09,4
434961,8/17/01,7
434522,2/9/00,2
20097,8/17/99,1
30662,4/21/98,4
434751,9/6/96,3
86072,1/13/08,6
433281,2/3/99,6
496845,3/24/99,2
465075,8/21/00,4
15107,2/9/91,7
219904,2/1/06,2
248782,3/22/95,7
473286,11/30/00,7
400666,2/3/97,4
222137,4/13/04,5
204891,5/23/06,5
86149,9/4/05,3
457491,2/6/09,1
479683,1/23/01,4
11629,4/4/04,4
427966,5/2/98,2
498536,8/7/93,6
272341,8/27/01,6
260173,10/4/07,1
71120,6/6/93,6
488372,4/25/99,6
290311,6/27/00,5
451699,6/30/03,6
81830,4/26/99,7
39573,4/23/96,6
223158,12/23/00,6
246436,2/22/00,5
225833,11/6/07,2
104861,2/21/01,2
447550,4/6/01,6
61938,1/17/98,2
48591,1/8/91,5
76522,1/29/99,7
83247,12/1/94,6
219284,1/31/03,3
208647,9/25/04,3
444346,4/20/96,4
79661,5/19/02,6
259399,3/5/92,2
100349,4/23/99,1
277136,3/1/02,1
10824,1/16/96,7
431085,11/10/94,4
95384,10/14/97,1
489628,5/23/04,5
431259,9/13/04,4
432434,10/7/02,2
281904,12/11/06,5
280914,8/28/96,3
458000,5/19/01,3
216267,5/14/01,4
495933,3/9/06,7
22533,1/26/05,2
270358,9/6/02,6
281617,2/2/00,7
470217,7/2/10,5
256166,1/27/06,4
403660,1/19/99,5
28028,2/21/99,4
214100,10/25/02,7
482940,2/23/97,3
18146,3/6/01,4
51104,7/1/07,6
404856,2/10/94,3
80280,11/6/95,2
234242,5/23/95,2
290083,8/23/01,7
478908,5/6/92,3
482367,5/18/95,7
45343,1/15/99,1
58006,7/6/10,3
57605,12/15/03,1
88849,10/19/01,3
269954,12/28/98,4
281324,6/5/97,5
55866,10/19/01,6
414236,3/6/04,6
248605,6/8/02,1
45466,4/19/91,7
464476,6/30/05,6
499575,1/4/97,3
277304,4/26/03,5
209923,4/18/02,2
273492,12/2/99,6
67058,8/29/02,7
267062,12/6/99,2
75159,12/28/07,7
449445,2/14/99,6
288703,7/6/09,2
43873,8/19/94,1
463032,4/14/96,2
260699,8/22/98,2
431084,1/14/90,7
412187,1/16/97,3
219999,6/27/99,5
263095,6/2/98,4
416377,12/31/02,4
486584,7/9/95,3
15416,12/7/95,6
66277,8/14/99,4
59048,7/10/04,1
210556,10/1/06,1
424688,4/30/96,1
216395,7/8/99,2
440649,11/1/00,2
442968,9/8/03,2
427360,4/5/03,4
274467,3/3/01,2
255117,10/8/06,3
414487,3/29/03,1
445249,5/4/98,5
251784,8/1/01,5
209462,12/17/00,3
91399,7/14/99,3
45601,1/18/97,2
283751,6/15/01,7
458622,5/4/95,6
221981,11/21/95,6
103918,8/11/02,5
487659,10/11/02,4
242510,5/7/06,4
207770,7/17/01,1
205405,2/14/93,1
264622,3/23/08,6
434061,5/27/10,1
240102,8/13/92,4
47541,9/9/97,3
438880,7/9/12,6
109407,9/10/06,1
228339,12/10/04,7
459167,12/7/08,1
33980,9/14/02,3
449640,6/16/04,5
67256,2/4/11,4
41231,11/11/01,1
237379,2/7/02,7
472385,5/27/00,4
28739,8/31/99,5
59446,5/10/94,1
481334,3/25/01,5
476446,1/10/05,7
219564,1/11/04,4
404900,10/2/91,1
291940,1/8/99,5
97852,2/25/03,1
481800,9/16/04,5
432707,3/3/02,6
444783,6/21/93,3
106412,5/11/06,6
265604,3/11/97,6
221124,3/9/93,7
432806,4/10/03,1
286140,2/13/99,2
243423,3/23/00,4
438960,8/30/02,7
206200,8/13/97,5
434574,4/16/07,5
23336,9/27/01,1
219758,10/16/98,2
58398,11/13/95,7
263895,12/15/93,5
57617,11/9/01,7
471548,9/14/03,7
53190,5/17/01,2
235797,6/2/94,6
210469,2/23/02,5
265748,11/10/08,4
216932,1/26/98,6
272426,10/13/98,6
14564,12/4/14,7
425291,9/11/00,3
266491,12/1/08,5
415084,5/10/08,2
480477,11/14/06,4
47598,1/23/06,1
484176,3/8/95,7
287265,1/18/97,5
71114,1/29/01,4
248769,1/20/08,5
277564,6/10/91,4
423141,1/17/95,7
446717,12/21/92,5
406730,12/15/99,7
34561,1/15/10,6
445395,5/9/98,3
209421,7/9/01,1
421443,6/26/09,7
254005,10/15/96,5
285233,3/21/02,6
68641,1/9/12,1
78112,9/3/93,6
444880,8/21/02,1
254905,10/24/99,4
249470,1/2/09,4
29234,7/24/98,7
249994,6/19/94,3
297775,8/3/95,2
485117,5/17/92,4
476998,2/24/01,5
212258,6/4/92,5
205509,10/13/09,2
13875,9/17/06,4
482708,7/9/95,5
271298,8/11/08,4
260182,3/19/95,5
475510,4/15/07,5
477405,5/17/10,2
430187,8/16/02,1
28891,5/8/93,6
456028,3/12/12,6
70408,8/6/96,5
45140,12/15/02,2
39110,9/9/05,3
425026,5/27/98,5
477403,4/1/06,5
100325,9/20/97,3
479415,10/29/98,2
299443,8/5/95,5
46386,1/8/04,1
45796,8/2/91,5
80740,5/25/99,7
228404,10/27/03,5
234092,2/7/01,3
455550,8/2/97,2
280693,5/22/02,2
404501,11/17/02,1
466445,10/13/94,5
213995,5/13/06,6
413933,3/11/03,7
254235,1/25/98,6
473263,9/18/91,1
283736,3/29/93,3
427574,12/23/10,6
103752,2/24/05,6
103907,6/7/03,5
295308,3/27/95,1
452941,12/1/93,6
487151,1/8/04,6
37505,1/12/00,7
31311,8/25/02,5
282962,1/2/97,7
273201,10/16/03,3
73695,9/12/98,6
296884,3/23/99,5
261325,5/9/97,1
40947,7/29/06,4
79529,5/12/95,2
217401,2/21/94,3
221264,2/10/05,5
289901,2/8/04,6
61795,7/3/08,7
11070,3/19/99,5
223991,9/13/01,6
11436,10/4/06,5
68760,6/30/02,2
416815,2/29/08,2
89752,8/7/04,2
419948,4/21/99,2
69170,8/27/95,7
422967,2/9/95,7
442933,8/14/93,3
94683,2/22/94,7
95477,12/18/99,7
295282,5/6/08,4
428128,9/17/02,7
499644,8/17/91,5
295696,9/4/03,6
206779,9/10/99,3
200109,9/6/01,6
29023,11/25/09,5
237745,12/27/00,4
106875,7/26/99,4
22616,1/19/05,6
422339,12/4/01,2
105939,12/19/93,5
480775,3/6/01,1
446071,10/12/96,4
498084,3/31/15,1
410007,11/3/92,2
56250,5/19/09,6
280149,7/19/07,2
457958,12/19/99,6
251283,9/22/05,5
260227,1/28/90,2
58626,1/13/03,3
259042,1/6/11,1
415519,2/2/09,3
94708,1/25/01,2
59539,7/7/04,2
43331,6/11/03,2
29038,3/26/99,5
412550,8/27/02,7
70823,11/11/05,6
266071,11/24/00,3
293791,4/19/95,5
257649,7/30/05,2
471502,6/24/98,5
483750,2/14/10,6
224910,7/27/96,3
412378,4/6/01,7
45133,6/5/98,2
227054,6/5/97,6
407164,1/7/94,3
204686,4/8/00,1
107711,4/16/08,5
218283,8/11/01,3
24739,1/10/97,5
229834,12/16/04,1
241910,11/5/96,5
213371,8/9/06,1
494102,3/2/11,5
48011,11/2/98,2
104000,8/15/00,6
91934,8/16/05,2
445534,6/19/96,6
291685,6/15/95,6
488673,8/18/04,7
402269,3/30/97,7
252066,12/11/00,7
233848,3/3/02,4
491202,9/12/06,7
445638,3/1/02,1
439539,12/24/94,3
201398,2/13/93,6
204772,6/7/02,6
98714,1/17/99,1
283576,12/6/00,6
76410,2/11/08,3
457935,4/11/97,7
269359,3/5/93,3
232826,8/11/00,6
71423,2/4/99,4
80783,9/21/95,1
221854,4/10/96,7
31001,7/1/02,6
452893,2/18/94,3
489210,11/13/04,4
56339,12/12/02,3
205097,11/16/99,5
15646,1/22/11,7
294427,7/16/91,7
251312,4/19/96,3
84245,8/26/01,6
16462,5/13/95,6
467713,1/11/08,6
20843,6/16/00,2
86260,6/9/08,7
19987,8/2/95,1
24045,1/22/97,6
200016,8/1/04,5
436177,3/7/97,2
35708,6/13/95,3
106289,2/25/93,4
38634,5/10/00,4
475478,11/26/03,4
46312,7/8/95,1
17374,5/9/06,6
31951,11/3/00,1
32309,12/1/93,6
496608,9/14/91,6
223273,3/11/02,5
22990,3/10/01,7
77200,7/6/01,4
89881,7/21/01,2
483171,2/18/05,4
222685,2/21/01,1
406425,6/30/97,5
252945,3/14/98,2
53807,11/12/97,6
30285,3/7/93,7
209326,1/21/10,6
11938,4/15/01,4
27944,2/5/99,2
450455,3/31/10,2
245479,8/14/98,2
478933,9/22/08,3
81410,2/1/94,1
24983,3/16/00,6
460351,3/25/04,7
278794,3/4/10,5
420069,5/1/94,7
30699,8/6/05,6
426164,8/23/01,3
96273,9/23/00,4
456160,6/10/99,1
428264,2/21/07,5
257192,4/9/01,6
202750,1/14/99,7
253383,9/30/97,4
415000,8/1/97,6
55320,9/1/01,3
95934,12/22/00,5
434835,2/26/05,1
480524,3/5/05,4
100254,9/21/99,5
480763,6/15/11,2
64488,8/7/97,6
459199,4/11/07,6
77330,6/9/97,7
87612,8/25/04,4
484851,8/13/03,5
445043,11/5/96,5
64379,6/17/04,1
104269,6/22/97,6
266158,9/11/93,4
44657,8/24/02,6
43396,6/9/91,6
451562,5/11/02,5
31162,12/20/94,2
288503,7/10/03,2
417062,8/18/92,2
444702,6/25/98,1
487552,3/4/05,3
105926,8/27/94,3
14961,5/13/00,6
102327,5/23/06,4
53915,8/22/07,1
77542,11/12/08,7
427255,11/25/04,1
425993,11/29/94,3
25469,9/20/98,4
294275,11/19/95,1
254070,6/22/99,5
290017,3/1/99,2
286722,6/21/99,7
298633,2/18/08,6
206793,7/20/07,7
446857,5/2/11,5
48500,5/7/96,1
275501,2/16/04,1
262082,2/9/04,2
280608,11/23/06,6
268692,12/31/04,2
279083,9/26/99,7
202256,11/26/93,6
258037,11/4/07,2
56745,3/27/93,6
93890,9/9/93,7
426057,10/5/01,4
470189,7/6/99,4
417215,1/18/06,3
246584,9/25/02,7
45799,5/30/94,4
210855,8/28/99,6
60007,1/3/05,6
98017,6/12/96,4
74330,1/5/04,6
426885,3/30/05,4
490049,1/25/99,3
457752,10/14/00,4
207271,3/6/04,3
209027,4/7/09,2
209983,3/22/09,6
462762,8/23/97,3
423718,3/26/04,6
58611,10/1/02,3
101449,10/18/97,3
75922,12/4/01,6
288063,1/28/99,2
465189,12/6/03,4
448529,11/7/93,1
276652,4/26/94,2
237279,8/27/97,1
28719,9/9/98,7
419859,4/16/04,2
243628,6/4/98,7
259027,12/31/00,7
241476,9/10/09,6
443623,9/6/02,7
491808,11/25/06,2
485906,7/28/07,5
35453,1/18/92,5
210279,11/25/02,4
213186,4/29/98,1
241255,10/27/93,1
33175,6/28/09,7
249440,11/22/94,1
407826,12/6/97,4
431859,9/6/95,7
415456,7/5/03,7
269414,4/16/00,4
439026,2/12/11,5
73589,6/30/04,1
108410,5/4/92,5
419158,10/31/96,3
62224,12/10/01,7
217650,1/19/03,1
423812,1/11/96,7
100157,10/19/04,6
400893,3/16/94,4
42165,1/19/98,1
56583,5/6/05,3
466849,9/17/96,4
234694,10/12/95,2
273923,9/6/01,3
212410,2/23/02,2
471657,10/8/01,7
42077,10/10/00,1
498676,7/7/12,3
23111,5/14/94,7
467081,3/14/98,6
71684,4/4/98,7
108752,7/12/09,4
36179,4/19/99,3
109633,6/3/10,6
41897,12/15/03,5
270832,6/29/05,2
86874,7/26/06,2
62481,4/13/91,2
56616,10/9/98,3
484049,6/5/00,2
18477,2/18/01,7
440282,1/23/97,7
220318,10/6/91,5
293486,1/26/02,2
216852,6/6/04,2
90243,3/6/97,7
478746,11/14/12,7
417854,12/15/99,2
463180,2/6/92,1
102508,10/14/01,5
447352,8/29/99,1
299909,7/12/00,7
480831,5/9/04,6
251953,4/24/02,1
72262,8/18/99,5
18331,5/30/95,1
72162,3/29/91,2
256707,5/11/94,6
86144,2/7/93,7
481580,6/7/97,6
450787,8/27/01,4
445382,5/3/01,1
488819,7/24/01,3
255997,5/7/00,3
424415,10/26/01,5
487842,6/13/02,5
91241,11/2/92,5
472037,8/15/98,1
42409,10/11/91,7
57196,9/5/94,6
232166,1/19/07,6
30354,4/29/09,1
267400,8/11/03,1
237540,11/20/95,5
200938,5/10/03,3
480136,2/19/01,7
441315,11/20/93,1
480048,5/6/91,4
471339,9/30/91,7
271875,1/30/00,2
294611,8/16/00,6
94771,3/13/09,3
54935,5/15/07,1
410266,6/2/97,2
55091,1/8/03,7
252363,9/10/08,5
438565,10/16/01,6
450506,3/9/12,6
44021,6/16/05,6
475852,10/20/03,1
54562,6/5/97,7
235658,5/31/97,2
104790,11/15/93,2
20010,4/14/07,7
45500,1/7/15,1
56481,1/2/97,5
275027,8/7/04,7
290645,5/24/90,5
25881,1/28/91,7
466388,9/19/90,7
444878,7/20/04,5
493607,9/11/07,5
402977,4/11/02,5
235780,8/14/99,1
56043,3/3/01,7
286338,5/18/98,5
58795,10/12/11,4
416697,1/27/09,3
35014,1/20/03,7
464682,4/21/90,3
18935,1/25/93,7
271463,6/9/06,2
53691,5/22/91,1
245854,5/9/01,7
75600,7/9/99,5
231316,9/13/01,6
221957,11/26/01,2
250288,7/14/01,6
97467,7/10/98,2
61208,3/3/04,2
98130,2/23/06,4
72010,6/14/96,3
49796,2/1/92,2
35137,5/27/96,2
104182,11/26/95,2
436227,12/23/00,4
431878,12/26/97,3
465477,4/9/10,1
466977,8/18/00,3
221545,5/10/01,2
74501,9/5/93,5
74388,11/21/98,1
456775,1/21/00,3
480724,9/22/00,1
44623,12/30/02,4
11448,10/16/08,7
92910,12/9/06,6
24574,1/25/03,6
56117,5/13/99,4
76524,9/27/99,1
230078,8/11/07,2
415412,7/2/98,3
75437,11/28/96,4
230400,11/5/94,2
408195,12/30/00,7
30542,2/15/95,5
251507,1/5/00,3
471360,11/18/96,7
285666,5/31/94,2
230717,6/26/97,4
233027,1/5/02,5
236801,12/16/07,2
484449,9/29/03,4
440159,4/23/97,3
469665,6/24/00,5
465416,12/3/92,3
59198,4/15/97,6
444712,3/20/04,7
467044,3/12/09,6
26479,8/2/02,5
298252,5/18/96,2
419626,2/12/07,3
260666,1/7/05,1
48517,10/10/99,4
288696,10/13/98,7
66525,7/13/08,7
252650,7/31/95,3
456578,9/8/93,3
238611,4/9/96,5
32560,2/16/05,2
237192,12/10/92,4
90031,1/7/04,6
252731,11/28/95,1
491601,10/4/93,2
62270,11/1/95,1
218381,6/20/05,5
281329,1/27/02,2
421642,5/28/05,2
232989,6/14/97,6
105844,9/16/07,5
247221,10/8/13,3
479272,4/27/95,5
460564,4/2/92,7
259280,8/22/92,2
488147,12/4/10,6
411579,4/29/07,1
92377,12/16/06,4
77272,8/21/08,4
401863,3/3/93,3
27912,4/3/98,1
290721,5/21/90,7
96846,12/5/90,5
248213,3/31/95,3
24754,12/20/97,6
220506,3/26/05,1
445349,12/1/05,6
285506,1/11/11,6
485296,2/7/06,1
407665,7/2/02,5
493117,3/31/98,5
447212,4/17/10,1
216697,12/4/07,5
464016,3/24/02,5
84531,5/31/02,1
418144,8/22/04,4
450758,9/25/04,4
443580,1/26/02,4
30430,5/29/96,3
460617,9/24/99,5
470126,1/8/95,5
459759,6/21/91,1
106015,6/14/92,5
486142,7/22/01,5
450858,5/6/99,3
419985,6/29/91,7
271317,3/29/03,3
94557,10/15/96,7
261863,9/19/09,2
229878,8/4/03,4
36036,11/18/07,4
84525,2/26/00,4
403677,5/11/01,7
66548,5/20/04,4
461578,4/28/92,2
466875,11/8/96,4
469909,2/4/04,4
278729,11/26/05,1
261035,11/29/92,3
251923,5/25/04,3
227581,9/11/96,4
226841,8/31/97,2
465081,10/9/96,2
489103,9/28/01,2
417941,1/14/99,3
98580,8/6/93,5
98735,9/10/05,3
270660,8/3/93,6
43784,6/18/05,5
109750,4/7/00,1
275811,7/24/91,3
12328,6/19/03,5
297163,12/24/94,5
217130,2/5/01,4
227301,9/27/01,4
55445,8/5/97,4
461413,2/2/91,3
471355,10/16/95,6
220743,9/23/97,3
287061,5/31/06,4
421577,4/3/97,6
227775,9/29/03,5
69744,6/18/99,7
25734,5/27/12,6
36612,10/11/03,5
420985,3/13/03,6
47919,6/9/93,6
81613,10/28/03,2
438130,4/11/04,6
437394,6/22/00,6
477492,10/20/04,5
270720,12/7/06,6
468458,1/19/94,7
260875,3/31/96,7
230272,3/28/98,6
406966,3/6/94,6
11360,7/13/98,3
475883,9/18/08,7
62770,11/4/06,3
494843,10/6/95,1
63273,9/12/91,7
445763,5/9/95,3
276904,3/15/97,7
413757,11/27/90,6
242446,4/27/06,5
10944,2/5/99,3
280173,1/22/97,4
442667,2/7/90,4
259776,11/15/96,7
56834,5/5/96,5
96048,7/24/94,7
281436,10/20/90,4
457380,4/20/06,3
458420,8/31/05,1
406807,10/5/95,1
234258,5/2/96,1
483458,3/31/92,2
445670,6/6/00,4
482944,6/24/01,3
489083,8/27/97,2
456238,1/26/99,5
209284,1/15/02,1
48600,6/2/01,6
268836,10/18/01,2
276368,3/9/07,6
223231,7/11/99,4
232411,12/29/99,2
88950,1/6/01,4
63337,5/22/07,6
25793,8/8/96,7
34643,9/19/00,1
213553,4/29/01,1
249591,11/29/02,6
13612,10/27/02,5
451460,10/6/02,6
297805,2/15/14,5
280326,4/30/01,4
240356,9/21/02,1
289355,8/13/97,4
450547,9/19/91,1
100123,11/5/95,4
26891,9/15/93,4
453028,12/25/00,4
437529,5/16/98,3
410162,1/20/99,7
94806,5/22/97,3
238111,12/7/93,6
239518,5/6/05,7
459085,10/21/95,4
47509,5/26/96,4
50264,10/15/99,3
265799,2/27/00,2
250716,11/5/90,1
41687,5/21/96,6
461138,4/20/03,6
496062,5/2/06,4
427650,10/11/92,7
288986,5/23/04,2
466254,11/28/91,7
465784,11/4/03,3
225867,11/15/02,6
84832,12/31/05,1
69783,12/10/89,6
213029,5/24/11,1
486941,7/12/01,2
80977,3/16/95,3
273847,6/29/02,6
101832,2/20/01,7
211350,8/27/94,5
34257,12/27/93,4
420561,8/19/92,2
83911,8/13/95,5
200124,4/26/93,6
429502,7/3/02,3
96512,7/18/02,7
79842,2/13/10,4
209344,3/10/04,5
258542,11/1/09,2
416396,10/19/93,4
238740,4/22/08,6
18966,9/1/98,6
203393,4/20/05,7
210532,6/29/99,5
97119,7/17/00,7
465302,10/14/95,1
33656,7/18/11,7
400355,8/4/93,7
81291,2/26/99,1
51720,11/2/99,5
61855,9/25/06,3
423491,10/15/96,4
418117,3/18/92,1
288874,9/11/07,5
496562,10/15/93,2
298827,9/6/96,3
45146,12/9/04,5
74106,5/3/92,2
210254,2/8/01,2
401565,1/31/11,3
235167,2/5/99,4
89768,6/21/03,5
23196,10/13/99,2
406653,3/3/00,4
297161,10/2/98,1
74808,4/4/03,6
86556,11/27/07,5
75215,7/30/04,5
405903,1/22/99,1
411515,6/1/09,7
288870,3/16/00,3
407406,4/8/01,4
240596,8/4/94,7
73356,1/28/96,1
69442,10/23/99,1
10317,6/7/00,3
224193,1/30/96,6
403470,4/21/01,3
45781,5/26/98,4
406382,10/18/02,4
436428,1/23/98,7
98093,9/19/95,7
90931,12/19/92,3
456566,4/10/93,4
93256,11/2/99,2
224581,10/1/98,5
236715,9/19/96,3
207484,6/29/93,7
78129,10/21/02,5
440338,2/25/99,5
200206,10/11/06,3
426311,6/11/99,1
289014,4/14/02,1
471992,9/26/98,5
250492,10/8/01,4
25531,8/11/96,4
400705,2/14/01,1
69288,11/5/99,1
454559,12/5/01,2
210416,8/25/91,1
274943,2/1/04,6
469260,10/17/04,4
38286,5/26/03,6
460442,10/21/02,1
436775,3/17/06,3
293876,11/24/11,5
40041,3/16/03,5
81490,9/26/93,3
81678,12/8/12,3
477458,8/23/03,4
492372,5/1/98,3
232840,10/6/96,2
263654,1/26/97,2
39331,6/8/03,6
273818,2/16/97,1
464571,3/20/01,5
275161,6/13/04,4
436661,1/21/98,6
292184,4/16/98,5
234818,6/20/11,4
282859,3/7/99,1
448257,7/20/02,2
87725,3/21/98,6
66075,2/2/93,6
86702,3/1/10,6
256077,5/17/99,1
469440,5/7/06,2
272047,8/12/99,6
292090,3/3/96,4
39038,12/20/99,2
260045,11/5/03,7
435657,11/21/99,2
486256,5/7/04,2
73925,3/10/16,1
291459,4/22/95,6
223862,1/21/08,6
489545,4/16/00,6
98209,3/12/04,5
72805,5/16/99,1
77126,10/10/06,2
93419,4/3/00,2
223755,5/5/00,3
26006,5/22/99,6
257218,1/25/06,4
466657,7/30/95,3
69944,3/5/98,7
217537,2/2/07,7
16038,4/27/98,4
25167,6/13/97,2
275133,11/27/13,4
280074,10/17/04,2
495110,6/29/09,1
440677,1/26/96,1
421911,7/24/96,2
51944,3/16/94,2
230521,5/4/96,1
263830,11/9/05,1
86942,12/15/94,5
405211,5/6/96,3
71464,11/21/03,5
441249,7/25/96,3
480656,2/20/03,6
436592,10/28/00,6
411681,8/11/07,2
11511,12/20/00,5
243873,12/9/98,4
478181,4/17/02,6
448396,7/29/03,7
16882,10/20/04,3
83906,11/29/96,1
59459,1/8/04,4
494296,11/21/98,2
217800,5/24/91,4
209081,9/28/98,3
17469,9/12/03,2
12241,2/2/98,7
256445,3/12/00,4
413732,8/10/09,4
283209,1/30/00,2
201789,4/29/04,4
253668,10/25/98,4
71088,6/6/05,4
243836,4/19/00,5
240633,5/23/05,6
216376,6/5/98,2
430995,7/9/92,3
298676,4/30/91,2
96405,5/6/92,5
74004,3/20/01,3
22224,4/16/01,7
283837,9/9/09,6
238733,9/2/95,4
412204,11/15/02,1
69068,3/11/02,4
494114,12/2/00,1
494667,6/17/09,5
252864,8/21/05,2
488033,1/21/06,4
64324,3/11/95,2
49038,4/7/02,1
87850,4/18/07,6
213942,7/23/05,3
457178,5/30/01,3
492921,9/23/02,6
292568,7/26/07,4
235496,5/1/07,1
253880,4/5/08,1
449747,1/16/96,2
425594,8/11/93,1
295162,1/5/00,7
469826,8/31/06,7
476536,2/5/02,1
460521,9/5/90,5
28802,7/27/96,2
216147,10/18/96,3
23775,9/21/02,5
226773,12/3/99,2
230981,5/13/95,4
403419,1/2/03,2
13842,7/17/92,6
30450,10/8/97,4
464164,7/8/11,3
91313,10/8/97,4
96913,8/9/01,1
205729,2/19/92,5
258207,9/29/95,1
68767,7/26/90,1
100346,9/30/97,7
273535,2/23/99,4
236366,4/15/03,1
253220,5/25/93,5
28859,5/17/97,1
99001,4/19/11,4
48510,7/27/00,3
406936,3/3/03,1
482920,7/8/00,1
25032,7/4/00,3
64061,12/31/04,7
472656,10/18/96,7
400353,7/30/01,3
275943,2/17/98,1
109064,9/23/94,2
46339,5/13/94,2
480291,7/9/97,7
103633,10/14/95,2
281401,11/6/01,5
201926,7/15/05,5
298311,12/17/01,5
58970,4/22/92,1
416574,9/14/05,4
487142,9/26/98,5
74453,9/30/13,7
446167,2/10/04,2
18424,4/11/96,6
423686,10/16/02,6
106481,9/16/98,2
83524,4/24/98,5
436090,2/9/02,5
293051,5/9/99,5
483847,5/22/94,1
433651,11/11/00,4
445811,11/12/04,3
12643,2/13/13,7
42524,6/16/03,5
247987,9/13/95,7
253058,6/27/02,7
212428,4/11/01,1
401686,3/7/07,1
412056,4/20/93,6
270336,8/30/95,4
215395,6/12/96,5
24762,5/14/02,3
21960,5/14/90,4
289556,5/29/01,5
62042,4/24/99,5
295384,3/12/08,4
281465,4/22/08,6
407572,4/8/03,5
18056,12/29/04,1
261667,7/25/00,1
228846,1/19/05,1
204951,11/28/05,7
75533,10/12/91,4
32970,7/29/94,2
67179,3/23/02,1
254753,10/10/94,6
222940,4/17/01,4
409319,10/31/96,5
498609,6/29/96,7
486350,12/26/99,5
278468,6/9/05,1
413973,3/22/99,3
102995,6/8/93,5
441000,5/27/02,5
211141,6/17/02,1
424185,6/4/97,1
440203,8/30/95,1
486903,2/26/97,2
37789,12/8/97,1
22675,9/10/02,1
259541,3/24/98,6
421071,11/19/95,2
11471,9/10/94,2
229278,3/1/04,4
98918,10/15/91,1
100591,3/14/10,5
28247,4/13/00,7
218484,8/2/03,7
35510,4/5/98,2
78966,11/23/07,1
89547,6/12/00,6
99711,12/31/96,5
104308,3/24/04,5
449001,9/24/90,4
54514,9/4/97,2
19667,1/23/00,4
33946,1/7/99,7
239918,11/24/02,2
289424,6/6/97,1
402866,5/14/00,7
492878,11/8/01,3
91107,8/31/92,1
450887,12/17/95,6
209102,1/3/10,6
260595,12/11/02,5
481393,2/12/03,2
241897,7/12/04,4
431364,1/21/96,7
407583,11/13/93,6
23024,11/9/94,4
273321,11/10/03,6
419202,10/5/96,1
451066,1/16/97,2
45102,5/31/90,4
29344,5/7/96,2
109114,5/24/96,1
481070,12/7/94,4
450987,4/21/04,6
264387,9/27/03,1
202635,3/16/13,3
218459,6/2/00,6
287954,11/19/00,3
283851,11/17/93,7
290240,9/28/12,6
273319,9/29/95,6
479914,7/12/93,3
86350,8/4/00,2
54844,6/1/95,7
44958,7/27/07,7
15332,11/21/98,7
430082,11/19/97,1
260713,11/16/10,1
97327,5/16/03,1
53030,3/15/99,6
409837,3/27/00,7
25511,1/31/08,3
15138,2/25/98,5
106594,2/11/05,6
251696,1/27/07,2
460948,11/4/03,1
54836,1/17/04,3
453747,8/12/99,4
54203,5/18/06,6
465395,12/3/03,6
78907,4/7/02,6
288838,2/26/98,2
473182,11/24/96,2
288062,10/2/91,4
427907,9/17/93,5
68779,10/22/02,4
428473,1/30/98,3
494624,2/15/97,2
96742,9/6/04,6
41239,12/8/03,3
30108,3/28/99,3
66929,5/30/00,7
218790,3/17/94,3
296706,5/3/97,1
72080,4/17/09,3
438388,10/15/98,2
256198,7/26/00,6
438761,1/3/12,1
400293,7/27/01,1
11628,2/28/97,4
20467,2/22/01,4
482267,4/19/00,4
247018,7/20/00,7
258402,6/2/02,3
485825,12/1/93,7
260079,8/3/02,2
101127,3/12/02,5
77146,3/24/97,4
468761,12/2/00,1
409679,5/27/02,2
417799,5/18/00,5
76154,6/11/08,5
79600,5/27/00,5
15925,6/25/96,4
274831,4/28/97,6
452200,11/20/04,7
428138,3/24/94,1
107683,6/9/99,1
94888,9/3/06,5
82377,1/15/02,5
293166,9/27/04,1
36887,11/5/93,7
214090,6/28/99,7
284626,7/1/91,2
72420,12/7/97,6
292791,11/5/95,4
490489,2/2/03,4
19858,8/26/98,3
86413,8/8/03,1
56348,8/28/00,2
497627,7/1/94,1
414785,2/9/02,4
437191,12/1/93,6
455256,4/13/00,4
290939,1/20/06,1
87876,4/18/96,1
109739,9/7/99,6
444342,3/18/04,1
269136,6/11/93,7
36522,8/28/95,5
487995,10/18/06,2
473367,6/6/90,7
70291,11/1/96,3
241796,8/21/09,3
20754,5/20/02,2
260456,8/6/97,7
457690,7/9/01,5
251858,8/3/92,4
417005,12/22/98,5
456934,11/1/92,1
99911,6/25/10,1
425669,1/27/00,5
