emp_no,salary
52685,40000
52686,88767
52687,40000
52688,40000
52689,49507
52690,51283
52691,71229
52692,40000
52693,82457
52694,40000
52695,40000
52696,90666
52697,40000
52698,42017
52699,67481
52700,41573
52701,40000
52702,40000
52703,41787
52704,65063
52705,40000
52706,70655
52707,65574
52708,61984
52709,41384
52710,52923
52711,84031
52712,42070
52713,63746
52714,40000
52715,40000
52716,51194
52717,74820
52718,40000
52719,40000
52720,51324
52721,51800
52722,47920
52723,69740
52724,55842
52725,51561
52726,69870
52727,49070
52728,81764
52729,58474
52730,59070
52731,58294
52732,40000
52733,62659
52734,40000
52735,58930
52736,40000
52737,58615
52738,40000
52739,40000
52740,65174
52741,40000
52742,50248
52743,44527
52744,46628
52745,40000
52746,80170
52747,48579
52748,80443
52749,49738
52750,40000
52751,40000
52752,61326
52753,40000
52754,63039
52755,83315
52756,54038
52757,52970
52758,40000
52759,57283
52760,40000
52761,40000
52762,40000
52763,43512
52764,43458
52765,44148
52766,40117
52767,40000
52768,40000
52769,50333
52770,65588
52771,46188
52772,45646
52773,89204
52774,62244
52775,82467
52776,70266
52777,72971
52778,46041
52779,75342
52780,40000
52781,40000
52782,80894
52783,55546
52784,58323
52785,40000
52786,75792
52787,51798
52788,40000
52789,45215
52790,84699
52791,65549
52792,46461
52793,46400
52794,41433
52795,54861
52796,41812
52797,82692
52798,79859
52799,63989
52800,83197
52801,75199
52802,59832
52803,41767
52804,40000
52805,40000
52806,62494
52807,67375
52808,40000
52809,50719
52810,44366
52811,56720
52812,83882
52813,82399
52814,78004
52815,49163
52816,92319
52817,86729
52818,63727
52819,46609
52820,56933
52821,51313
52822,46779
52823,40000
52824,58972
52825,40000
52826,50845
52827,75385
52828,101360
52829,40000
52830,51210
52831,53659
52832,47924
52833,40000
52834,62616
52835,46970
52836,40000
52837,40000
52838,63193
52839,40000
52840,46711
52841,45643
52842,40000
52843,40000
52844,72820
52845,40000
52846,63948
52847,42010
52848,40000
52849,91075
52850,40000
52851,47754
52852,43394
52853,63547
52854,52683
52855,85652
52856,46133
52857,40000
52858,57163
52859,43982
52860,40000
52861,77638
52862,40000
52863,51987
52864,40000
52865,64325
52866,40000
52867,77395
52868,57960
52869,40000
52870,40000
52871,55601
52872,57686
52873,47860
52874,44112
52875,49948
52876,90515
52877,76000
52878,59586
52879,40000
52880,41031
52881,84287
52882,81636
52883,41979
52884,60285
52885,73987
52886,54912
52887,57847
52888,55129
52889,65187
52890,47612
52891,40224
52892,50707
52893,58228
52894,44680
52895,42371
52896,40000
52897,40000
52898,51246
52899,48141
52900,40000
52901,45940
52902,60457
52903,48487
52904,58200
52905,71514
52906,40571
52907,40000
52908,49845
52909,42443
52910,40000
52911,40000
52912,40000
52913,40000
52914,46043
52915,60534
52916,63229
52917,40000
52918,43062
52919,40000
52920,40000
52921,66002
52922,40000
52923,45141
52924,40000
52925,93965
52926,72206
52927,49972
52928,45978
52929,72107
52930,40000
52931,40000
52932,62236
52933,57801
52934,60731
52935,40000
52936,55498
52937,40269
52938,47201
52939,63334
52940,76104
52941,40000
52942,41071
52943,72427
52944,63231
52945,66624
52946,40000
52947,40000
52948,40000
52949,40000
52950,40000
52951,67342
52952,44414
52953,52946
52954,71408
52955,55116
52956,40000
52957,51666
52958,54399
52959,64941
52960,45623
52961,42981
52962,63817
52963,72366
52964,43515
52965,47232
52966,40000
52967,65604
52968,40000
52969,40000
52970,47552
52971,40000
52972,86018
52973,70695
52974,88114
52975,71782
52976,40000
52977,87945
52978,40000
52979,40000
52980,40000
52981,42119
52982,65544
52983,55845
52984,45779
52985,54663
52986,70532
52987,64815
52988,73685
52989,43626
52990,41714
52991,40000
52992,63259
52993,79472
52994,54149
52995,40000
52996,40000
52997,40000
52998,46517
52999,40000
53000,40000
53001,49513
53002,40000
53003,40000
53004,75382
53005,40000
53006,57854
53007,40000
53008,40000
53009,45461
53010,40000
53011,40000
53012,74553
53013,66948
53014,40000
53015,68626
53016,55590
53017,82013
53018,65836
53019,40000
53020,40000
53021,40000
53022,94756
53023,46175
53024,43377
53025,63663
53026,44982
53027,62933
53028,52190
53029,46484
53030,80737
53031,40000
53032,54914
53033,40000
53034,46225
53035,50463
53036,40000
53037,40000
53038,68516
53039,40000
53040,47166
53041,61613
53042,47769
53043,50451
53044,41169
53045,58907
53046,69401
53047,58668
53048,63509
53049,95238
53050,58587
53051,57899
53052,40000
53053,65968
53054,40000
53055,60505
53056,41352
53057,56784
53058,40000
53059,54775
53060,40000
53061,71796
53062,40000
53063,49534
53064,54821
53065,53889
53066,84518
53067,68651
53068,40000
53069,40000
53070,40000
53071,63621
53072,64024
53073,40000
53074,86610
53075,47777
53076,40000
53077,46155
53078,43179
53079,58193
53080,40000
53081,40000
53082,40000
53083,54213
53084,72801
53085,78342
53086,46908
53087,40000
53088,40000
53089,40000
53090,61937
53091,79379
53092,81343
53093,40000
53094,57794
53095,40000
53096,65569
53097,50715
53098,40000
53099,68971
53100,40000
53101,50514
53102,40000
53103,60801
53104,53309
53105,61850
53106,53756
53107,40187
53108,40000
53109,51410
53110,40000
53111,56698
53112,47321
53113,47348
53114,65118
53115,40000
53116,40000
53117,40000
53118,40000
53119,52580
53120,40000
53121,40000
53122,40000
53123,41132
53124,40000
53125,56230
53126,40000
53127,50674
53128,40188
53129,61356
53130,71330
53131,47331
53132,40000
53133,53512
53134,77478
53135,40000
53136,40000
53137,40000
53138,40000
53139,55192
53140,52329
53141,40000
53142,40000
53143,49834
53144,40000
53145,69251
53146,61045
53147,51026
53148,42915
53149,67198
53150,40000
53151,62918
53152,40000
53153,46214
53154,40000
53155,52793
53156,44134
53157,49549
53158,51819
53159,60440
53160,40000
53161,40340
53162,47988
53163,52985
53164,40000
53165,40000
53166,67142
53167,87534
53168,79348
53169,50022
53170,40000
53171,51514
53172,52171
53173,58192
53174,40000
53175,40000
53176,82398
53177,40000
53178,41040
53179,40000
53180,69796
53181,58648
53182,60432
53183,40000
53184,40000
53185,64166
53186,54299
53187,48537
53188,66728
53189,52189
53190,68658
53191,40000
53192,43096
53193,40000
53194,40000
53195,77945
53196,82615
53197,116186
53198,40000
53199,40000
53200,71000
53201,40000
53202,44822
53203,54186
53204,55342
53205,46955
53206,40000
53207,75988
53208,48095
53209,45354
53210,70976
53211,71496
53212,61153
53213,40000
53214,40000
53215,40246
53216,40000
53217,43200
53218,45282
53219,51578
53220,76579
53221,53417
53222,40000
53223,53797
53224,59270
53225,70862
53226,64816
53227,43367
53228,42461
53229,61791
53230,40000
53231,44114
53232,40000
53233,40000
53234,43230
53235,49629
53236,40000
53237,81728
53238,47442
53239,84143
53240,40000
53241,54663
53242,40000
53243,76633
53244,40000
53245,40000
53246,88318
53247,40000
53248,74213
53249,41113
53250,40000
53251,40000
53252,54807
53253,54170
53254,40000
53255,43470
53256,59805
53257,50180
53258,58379
53259,45141
53260,67241
53261,40000
53262,40000
53263,58133
53264,71265
53265,41419
53266,40000
53267,53202
53268,71091
53269,82722
53270,40000
53271,40000
53272,40000
53273,53161
53274,62509
53275,40761
53276,54306
53277,43428
53278,67503
53279,43571
53280,63844
53281,40000
53282,73003
53283,74700
53284,44727
53285,81292
53286,40000
53287,53944
53288,57080
53289,44485
53290,67624
53291,40000
53292,40000
53293,40000
53294,40000
53295,58120
53296,66224
53297,75488
53298,50854
53299,67909
53300,71515
53301,42739
53302,57645
53303,47352
53304,40000
53305,50161
53306,40000
53307,43995
53308,40000
53309,40000
53310,40000
53311,60624
53312,70268
53313,65391
53314,40000
53315,40000
53316,48945
53317,41174
53318,54405
53319,63995
53320,40000
53321,40000
53322,40000
53323,40000
53324,40000
53325,43688
53326,42383
53327,56267
53328,40000
53329,40000
53330,40000
53331,66010
53332,45766
53333,55164
53334,40000
53335,60257
53336,45341
53337,50454
53338,78556
53339,42298
53340,50271
53341,58265
53342,72129
53343,49853
53344,40000
53345,40000
53346,40000
53347,40000
53348,40000
53349,40000
53350,59419
53351,40000
53352,58307
53353,51855
53354,60666
53355,40000
53356,45214
53357,40000
53358,44851
53359,88724
53360,42243
53361,49037
53362,77670
53363,40000
53364,75612
53365,43933
53366,40000
53367,69828
53368,50907
53369,40000
53370,40000
53371,40000
53372,78791
53373,56735
53374,40000
53375,40000
53376,71187
53377,62524
53378,59453
53379,40000
53380,53738
53381,51147
53382,62842
53383,40000
53384,78550
53385,64118
53386,48777
53387,47919
53388,40000
53389,40000
53390,66761
53391,71880
53392,40000
53393,45216
53394,47294
53395,40000
53396,63130
53397,40000
53398,40000
53399,40000
53400,46357
53401,49232
53402,118631
53403,43598
53404,40763
53405,40091
53406,40000
53407,99762
53408,61559
53409,43056
53410,69869
53411,51579
53412,62301
53413,49355
53414,42567
53415,80816
53416,57344
53417,68117
53418,90427
53419,42700
53420,62334
53421,40000
53422,40000
53423,72705
53424,54009
53425,40000
53426,81150
53427,43545
53428,40000
53429,45788
53430,68380
53431,60379
53432,52774
53433,40000
53434,40000
53435,40000
53436,40000
53437,67391
53438,43337
53439,58328
53440,78891
53441,55595
53442,60078
53443,44127
53444,40000
53445,41793
53446,55789
53447,47209
53448,68672
53449,40000
53450,48621
53451,68294
53452,51869
53453,40000
53454,40000
53455,40000
53456,41829
53457,45627
53458,60357
53459,83238
53460,49393
53461,40000
53462,41948
53463,40000
53464,95242
53465,60416
53466,58711
53467,91781
53468,71793
53469,56332
53470,56921
53471,62527
53472,40000
53473,64106
53474,40000
53475,46409
53476,40000
53477,40000
53478,89274
53479,54822
53480,52922
53481,40000
53482,56336
53483,40000
53484,40000
53485,61585
53486,67386
53487,40000
53488,44815
53489,57086
53490,54077
53491,84393
53492,50273
53493,40000
53494,51722
53495,52122
53496,40000
53497,58506
53498,40000
53499,40000
53500,74807
53501,40000
53502,42835
53503,57330
53504,42138
53505,40000
53506,69028
53507,50692
53508,43020
53509,40000
53510,71939
53511,40000
53512,70681
53513,44479
53514,85147
53515,40000
53516,40000
53517,51124
53518,63313
53519,68734
53520,51140
53521,66327
53522,41065
53523,65532
53524,40362
53525,60482
53526,62747
53527,40000
53528,40759
53529,72827
53530,54088
53531,65515
53532,40000
53533,40000
53534,40000
53535,60913
53536,77473
53537,66377
53538,61541
53539,40000
53540,40000
53541,57990
53542,40000
53543,50258
53544,72098
53545,55684
53546,40000
53547,56898
53548,56406
53549,60247
53550,95075
53551,71114
53552,40000
53553,93044
53554,52040
53555,40000
53556,40000
53557,87590
53558,68331
53559,77655
53560,40000
53561,75867
53562,40000
53563,59186
53564,41921
53565,40000
53566,40000
53567,44827
53568,64949
53569,40000
53570,50275
53571,44890
53572,45098
53573,63129
53574,96190
53575,40000
53576,40000
53577,40000
53578,113651
53579,74262
53580,50451
53581,85645
53582,56647
53583,42297
53584,40000
53585,40000
53586,46183
53587,67973
53588,71429
53589,42166
53590,40000
53591,40000
53592,40000
53593,40000
53594,50005
53595,72680
53596,40000
53597,41626
53598,56241
53599,53274
53600,40000
53601,40000
53602,40000
53603,40000
53604,40000
53605,69169
53606,40000
53607,54497
53608,40000
53609,54214
53610,53919
53611,48588
53612,40000
53613,42677
53614,40000
53615,52661
53616,44293
53617,79518
53618,92131
53619,40000
53620,64362
53621,82424
53622,42862
53623,56582
53624,67841
53625,40000
53626,40000
53627,64562
53628,54123
53629,72027
53630,63171
53631,40000
53632,51242
53633,83824
53634,40000
53635,40000
53636,79338
53637,40000
53638,65634
53639,56232
53640,46441
53641,40000
53642,61562
53643,46866
53644,56832
53645,40000
53646,53539
53647,40000
53648,57991
53649,49037
53650,49855
53651,66640
53652,60391
53653,81741
53654,40000
53655,56891
53656,70147
53657,40000
53658,47202
53659,54148
53660,40000
53661,62691
53662,48166
53663,103397
53664,52624
53665,40000
53666,48856
53667,52663
53668,40000
53669,40354
53670,61484
53671,70575
53672,60987
53673,61616
53674,81073
53675,89321
53676,40000
53677,40000
53678,54216
53679,53006
53680,40000
53681,43238
53682,81536
53683,62757
53684,76914
53685,40000
53686,84907
53687,40000
53688,40000
53689,76635
53690,40000
53691,53603
53692,80563
53693,51090
53694,52634
53695,70377
53696,40000
53697,46781
53698,40000
53699,61902
53700,54363
53701,40000
53702,56344
53703,46363
53704,68055
53705,40000
53706,40000
53707,40000
53708,40000
53709,56203
53710,43080
53711,42451
53712,40000
53713,62459
53714,40000
53715,40000
53716,59244
53717,50624
53718,47502
53719,40000
53720,40000
53721,57485
53722,40000
53723,62756
53724,40000
53725,60091
53726,63818
53727,42920
53728,104823
53729,43553
53730,67981
53731,40000
53732,79043
53733,49535
53734,40000
53735,40000
53736,40000
53737,40000
53738,68077
53739,75293
53740,40000
53741,53396
53742,70615
53743,59651
53744,41682
53745,63655
53746,63132
53747,43831
53748,96587
53749,40000
53750,46841
53751,84481
53752,49353
53753,40000
53754,40000
53755,40000
53756,40000
53757,86332
53758,41760
53759,70680
53760,63874
53761,66679
53762,40000
53763,73829
53764,80660
53765,40000
53766,49107
53767,49333
53768,40000
53769,40000
53770,49739
53771,40000
53772,40000
53773,45205
53774,40000
53775,46723
53776,58810
53777,40000
53778,69211
53779,54577
53780,42286
53781,50832
53782,40000
53783,40000
53784,40000
53785,68280
53786,50884
53787,45841
53788,47905
53789,66159
53790,49408
53791,40000
53792,42416
53793,40000
53794,66261
53795,78034
53796,54699
53797,74153
53798,40000
53799,61515
53800,44781
53801,47868
53802,40000
53803,40000
53804,40000
53805,88879
53806,40000
53807,40000
53808,40000
53809,41803
53810,76091
53811,40000
53812,56392
53813,42904
53814,64851
53815,40000
53816,57427
53817,40000
53818,44717
53819,42460
53820,40000
53821,40263
53822,40000
53823,40000
53824,63622
53825,59886
53826,41173
53827,40000
53828,55270
53829,62813
53830,86195
53831,77559
53832,40000
53833,89509
53834,98628
53835,59682
53836,40000
53837,69455
53838,42881
53839,40000
53840,40876
53841,40000
53842,46006
53843,77066
53844,40000
53845,43056
53846,64367
53847,40000
53848,73021
53849,69570
53850,40000
53851,40000
53852,40000
53853,42866
53854,55622
53855,49365
53856,40000
53857,57754
53858,66420
53859,64094
53860,89507
53861,54363
53862,59696
53863,55842
53864,40000
53865,57654
53866,55315
53867,47012
53868,50182
53869,70167
53870,44569
53871,64694
53872,40000
53873,58515
53874,51955
53875,53882
53876,46012
53877,53996
53878,40000
53879,79373
53880,55593
53881,62940
53882,40000
53883,40000
53884,57528
53885,51634
53886,40000
53887,47923
53888,46463
53889,62654
53890,40000
53891,50046
53892,54674
53893,69626
53894,59817
53895,60750
53896,42009
53897,59228
53898,40000
53899,42248
53900,40000
53901,40000
53902,44319
53903,58409
53904,51843
53905,53413
53906,84848
53907,64103
53908,40000
53909,59971
53910,58855
53911,67471
53912,40000
53913,47414
53914,40000
53915,59588
53916,40000
53917,40000
53918,82372
53919,65785
53920,56567
53921,48020
53922,40000
53923,62551
53924,40000
53925,78881
53926,44625
53927,55044
53928,60573
53929,46218
53930,45533
53931,40000
53932,40000
53933,55242
53934,40000
53935,40000
53936,66599
53937,45975
53938,45084
53939,43087
53940,40000
53941,40000
53942,40000
53943,48421
53944,40000
53945,44841
53946,56967
53947,50967
53948,55116
53949,86319
53950,45932
53951,77785
53952,72451
53953,43198
53954,40000
53955,63243
53956,61368
53957,40000
53958,56737
53959,41207
53960,53096
53961,58941
53962,40000
53963,82707
53964,40000
53965,40357
53966,69471
53967,55824
53968,56450
53969,56040
53970,40000
53971,40000
53972,68346
53973,60823
53974,47882
53975,40000
53976,58376
53977,52057
53978,46621
53979,62373
53980,40000
53981,65834
53982,57566
53983,62475
53984,40000
53985,40000
53986,40000
53987,40000
53988,43765
53989,53408
53990,51692
53991,56193
53992,83693
53993,66898
53994,46571
53995,40000
53996,83864
53997,51594
53998,50837
53999,50617
54000,60034
54001,40805
54002,56664
54003,56739
54004,40000
54005,40000
54006,44801
54007,43272
54008,40000
54009,53738
54010,42769
54011,68486
54012,48030
54013,61242
54014,69255
54015,40000
54016,54660
54017,40000
54018,55851
54019,67489
54020,40000
54021,59376
54022,40000
54023,40000
54024,50884
54025,54423
54026,67174
54027,40000
54028,97925
54029,40000
54030,70781
54031,67162
54032,50163
54033,50894
54034,40000
54035,43726
54036,74883
54037,60867
54038,69021
54039,40000
54040,79449
54041,82420
54042,40000
54043,40000
54044,60313
54045,70619
54046,40000
54047,56176
54048,43085
54049,40000
54050,51310
54051,51133
54052,43398
54053,60679
54054,66092
54055,58701
54056,46884
54057,52364
54058,40000
54059,51007
54060,46139
54061,45457
54062,91274
54063,47334
54064,40000
54065,50870
54066,47378
54067,56044
54068,40000
54069,47317
54070,40000
54071,53813
54072,58927
54073,50601
54074,44212
54075,66331
54076,40000
54077,40000
54078,55252
54079,85875
54080,58413
54081,40000
54082,40000
54083,40000
54084,48845
54085,40000
54086,40000
54087,64130
54088,60124
54089,40000
54090,60743
54091,76475
54092,73908
54093,41284
54094,40000
54095,40506
54096,40000
54097,40000
54098,40000
54099,72967
54100,40000
54101,40000
54102,54857
54103,40000
54104,50751
54105,83363
54106,56425
54107,69210
54108,40000
54109,55222
54110,75117
54111,40000
54112,40000
54113,47274
54114,40000
54115,54081
54116,40000
54117,60781
54118,40000
54119,40000
54120,89204
54121,40000
54122,40000
54123,53118
54124,64526
54125,40000
54126,40000
54127,45787
54128,83345
54129,54788
54130,52336
54131,40000
54132,80062
54133,47695
54134,54293
54135,97529
54136,87459
54137,49938
54138,43685
54139,40000
54140,40000
54141,45630
54142,83282
54143,40000
54144,56427
54145,69895
54146,40795
54147,80918
54148,71856
54149,74762
54150,40000
54151,59109
54152,58767
54153,40704
54154,48705
54155,61118
54156,66721
54157,40000
54158,42960
54159,40000
54160,40164
54161,40000
54162,95325
54163,75661
54164,92968
54165,60627
54166,55396
54167,47444
54168,50198
54169,49862
54170,80576
54171,40000
54172,40000
54173,40000
54174,65968
54175,40000
54176,67678
54177,43803
54178,61891
54179,42412
54180,40000
54181,72108
54182,60965
54183,40000
54184,40000
54185,53724
54186,40000
54187,56077
54188,91588
54189,77198
54190,49303
54191,56815
54192,47458
54193,54748
54194,45056
54195,47378
54196,40042
54197,40000
54198,40000
54199,66491
54200,80636
54201,40000
54202,40000
54203,40000
54204,49625
54205,57860
54206,47268
54207,40000
54208,69964
54209,40000
54210,51218
54211,70527
54212,49301
54213,40000
54214,54035
54215,59335
54216,63967
54217,73756
54218,40000
54219,43842
54220,52033
54221,46662
54222,43136
54223,40000
54224,58101
54225,40000
54226,65577
54227,40688
54228,40000
54229,41427
54230,40000
54231,55088
54232,45383
54233,65831
54234,40000
54235,42127
54236,45014
54237,70557
54238,40000
54239,40000
54240,52757
54241,52455
54242,40000
54243,59564
54244,75029
54245,65500
54246,48367
54247,41114
54248,40000
54249,53280
54250,103487
54251,70475
54252,49099
54253,51549
54254,40000
54255,68161
54256,40000
54257,40000
54258,40000
54259,53001
54260,107177
54261,49646
54262,54897
54263,42265
54264,66763
54265,45772
54266,40000
54267,48198
54268,61356
54269,40000
54270,53363
54271,55875
54272,42125
54273,40000
54274,40000
54275,48601
54276,40000
54277,71440
54278,59519
54279,40000
54280,44408
54281,41706
54282,40000
54283,70924
54284,54575
54285,65939
54286,53515
54287,68955
54288,53198
54289,105226
54290,40000
54291,47653
54292,40000
54293,69984
54294,68797
54295,44121
54296,64819
54297,73875
54298,50797
54299,40000
54300,40791
54301,65523
54302,45020
54303,61912
54304,40000
54305,46824
54306,74365
54307,40969
54308,40000
54309,67544
54310,68294
54311,51180
54312,65623
54313,56442
54314,42280
54315,51339
54316,40000
54317,76428
54318,56819
54319,64891
54320,49570
54321,62681
54322,57611
54323,76167
54324,40000
54325,47874
54326,62018
54327,40000
54328,40000
54329,76155
54330,76162
54331,54000
54332,52844
54333,78053
54334,40000
54335,66356
54336,60889
54337,46882
54338,71303
54339,67905
54340,54111
54341,40000
54342,78508
54343,47608
54344,44208
54345,79216
54346,61094
54347,40226
54348,43886
54349,40000
54350,64714
54351,42922
54352,54271
54353,81588
54354,40000
54355,49824
54356,40000
54357,40000
54358,75929
54359,44352
54360,58317
54361,40392
54362,40445
54363,40000
54364,40000
54365,68589
54366,57343
54367,40000
54368,48144
54369,45810
54370,40000
54371,54998
54372,40000
54373,48956
54374,53725
54375,44994
54376,59726
54377,55237
54378,40000
54379,67473
54380,77684
54381,43853
54382,40000
54383,40000
54384,63025
54385,47880
54386,44768
54387,40000
54388,40000
54389,40000
54390,49753
54391,40000
54392,40000
54393,63104
54394,77633
54395,45267
54396,47339
54397,40000
54398,75554
54399,52817
54400,49444
54401,40000
54402,53185
54403,40000
54404,40000
54405,75235
54406,78947
54407,75611
54408,40000
54409,40000
54410,40000
54411,42468
54412,62684
54413,40599
54414,62659
54415,40000
54416,90787
54417,66791
54418,40000
54419,49033
54420,66835
54421,40000
54422,56807
54423,53412
54424,56685
54425,42231
54426,48734
54427,40956
54428,40000
54429,43575
54430,52520
54431,74958
54432,40000
54433,40000
54434,54860
54435,40000
54436,49842
54437,62642
54438,57114
54439,40000
54440,78619
54441,40000
54442,40000
54443,50068
54444,109449
54445,40000
54446,40000
54447,42215
54448,40000
54449,67142
54450,40000
54451,40000
54452,40000
54453,65984
54454,40000
54455,40000
54456,68908
54457,40000
54458,72007
54459,40000
54460,84534
54461,60923
54462,40000
54463,82457
54464,68654
54465,90756
54466,51457
54467,57824
54468,52205
54469,40000
54470,49389
54471,46801
54472,61324
54473,40000
54474,40839
54475,73847
54476,40000
54477,56996
54478,42032
54479,81708
54480,40000
54481,40261
54482,56900
54483,46712
54484,72888
54485,41443
54486,67210
54487,61532
54488,64059
54489,44540
54490,61487
54491,40000
54492,65877
54493,55303
54494,41830
54495,94288
54496,40017
54497,57516
54498,63320
54499,97160
54500,42006
54501,51950
54502,40000
54503,40000
54504,40000
54505,43497
54506,101001
54507,51403
54508,83071
54509,67065
54510,62783
54511,40000
54512,40000
54513,49519
54514,40000
54515,40000
54516,62965
54517,40000
54518,67505
54519,51131
54520,40000
54521,68124
54522,52946
54523,57759
54524,40000
54525,59257
54526,49759
54527,69337
54528,40000
54529,40000
54530,40000
54531,45974
54532,60994
54533,67498
54534,42576
54535,56422
54536,53844
54537,41376
54538,79618
54539,52274
54540,40000
54541,57807
54542,62072
54543,70578
54544,56625
54545,40000
54546,63206
54547,64714
54548,61135
54549,76430
54550,59391
54551,50613
54552,40000
54553,56637
54554,78010
54555,47476
54556,40000
54557,40000
54558,64614
54559,40000
54560,44296
54561,69394
54562,66419
54563,40852
54564,54422
54565,90896
54566,51617
54567,43752
54568,44395
54569,68267
54570,46024
54571,53707
54572,40000
54573,78452
54574,49349
54575,40000
54576,94817
54577,55413
54578,82762
54579,64156
54580,40000
54581,52220
54582,40000
54583,55580
54584,52860
54585,64065
54586,40000
54587,40478
54588,42278
54589,49853
54590,40000
54591,89311
54592,40000
54593,46713
54594,46715
54595,52462
54596,40000
54597,72148
54598,45026
54599,68534
54600,53591
54601,40000
54602,46085
54603,40000
54604,69543
54605,40000
54606,40000
54607,78171
54608,64221
54609,40000
54610,40000
54611,44437
54612,76492
54613,71980
54614,40097
54615,40000
54616,83547
54617,68889
54618,72159
54619,42905
54620,44156
54621,44946
54622,40000
54623,79259
54624,40646
54625,40000
54626,47780
54627,76101
54628,63288
54629,46826
54630,40000
54631,82395
54632,43788
54633,59182
54634,40295
54635,63410
54636,61872
54637,59108
54638,40000
54639,66073
54640,78141
54641,50612
54642,41265
54643,43649
54644,73717
54645,40000
54646,42592
54647,40000
54648,54937
54649,55221
54650,54276
54651,41693
54652,41746
54653,73420
54654,52001
54655,92838
54656,42514
54657,53469
54658,60522
54659,64788
54660,68248
54661,52902
54662,54296
54663,66607
54664,53131
54665,58267
54666,40226
54667,59496
54668,49679
54669,49562
54670,64837
54671,40000
54672,40000
54673,45394
54674,76364
54675,41565
54676,40000
54677,43197
54678,74329
54679,40000
54680,57649
54681,90126
54682,40000
54683,40000
54684,80404
54685,60559
54686,92786
54687,44413
54688,42387
54689,56663
54690,86379
54691,40000
54692,54177
54693,40000
54694,40000
54695,77482
54696,65147
54697,60120
54698,40000
54699,51479
54700,40000
54701,49766
54702,58694
54703,51433
54704,40000
54705,42364
54706,49391
54707,57642
54708,40000
54709,43330
54710,84911
54711,40000
54712,40000
54713,51523
54714,40000
54715,73725
54716,73655
54717,47502
54718,88744
54719,55742
54720,40000
54721,62468
54722,61095
54723,70390
54724,54340
54725,40000
54726,49197
54727,53736
54728,40000
54729,53645
54730,51572
54731,42084
54732,40000
54733,73090
54734,76452
54735,47052
54736,44505
54737,40000
54738,55672
54739,40000
54740,68420
54741,52910
54742,40000
54743,67329
54744,40000
54745,76213
54746,80072
54747,49223
54748,71270
54749,57509
54750,64594
54751,40000
54752,48346
54753,54998
54754,69457
54755,44729
54756,40000
54757,68719
54758,40000
54759,58246
54760,43095
54761,40000
54762,45707
54763,45513
54764,40000
54765,62244
54766,54077
54767,51061
54768,40000
54769,57226
54770,57923
54771,50270
54772,43934
54773,46926
54774,40000
54775,40000
54776,44398
54777,58429
54778,51376
54779,40000
54780,41729
54781,61827
54782,81306
54783,53971
54784,55008
54785,40000
54786,40000
54787,63518
54788,63671
54789,40000
54790,52402
54791,49911
54792,56665
54793,44496
54794,43833
54795,40000
54796,40000
54797,40000
54798,72699
54799,47603
54800,74827
54801,53583
54802,53672
54803,40000
54804,40000
54805,40000
54806,40000
54807,48004
54808,89157
54809,45624
54810,95171
54811,89853
54812,58665
54813,51071
54814,56828
54815,40000
54816,48416
54817,40000
54818,76664
54819,55459
54820,46335
54821,40000
54822,40000
54823,40067
54824,46236
54825,81772
54826,40000
54827,40000
54828,40000
54829,41621
54830,51781
54831,40000
54832,40000
54833,54965
54834,50943
54835,40000
54836,87824
54837,74315
54838,68079
54839,49424
54840,58057
54841,40109
54842,87744
54843,84398
54844,40393
54845,40000
54846,50329
54847,40000
54848,45395
54849,85150
54850,46988
54851,66362
54852,55812
54853,40000
54854,45271
54855,40000
54856,42061
54857,40000
54858,40000
54859,59858
54860,40000
54861,43388
54862,43994
54863,55194
54864,62318
54865,40000
54866,40000
54867,40000
54868,40000
54869,46087
54870,51656
54871,40701
54872,50499
54873,44877
54874,72466
54875,61221
54876,61466
54877,45378
54878,61752
54879,58613
54880,40000
54881,40000
54882,40000
54883,70592
54884,40000
54885,45101
54886,40000
54887,68815
54888,40000
54889,78693
54890,83320
54891,64851
54892,40000
54893,40000
54894,41495
54895,40000
54896,40000
54897,70336
54898,62835
54899,40000
54900,74374
54901,50398
54902,40000
54903,40000
54904,42532
54905,40000
54906,40000
54907,66305
54908,40000
54909,44860
54910,57586
54911,67597
54912,53094
54913,43390
54914,57341
54915,40000
54916,66706
54917,73045
54918,40000
54919,40000
54920,58387
54921,44395
54922,50146
54923,40000
54924,40000
54925,40000
54926,52170
54927,58274
54928,40000
54929,76711
54930,47948
54931,52425
54932,61454
54933,49580
54934,50161
54935,40000
54936,62920
54937,96241
54938,56441
54939,65782
54940,56439
54941,55577
54942,40000
54943,55275
54944,63849
54945,77614
54946,46847
54947,40000
54948,40000
54949,42213
54950,51468
54951,40000
54952,90836
54953,73809
54954,40000
54955,52925
54956,53242
54957,53331
54958,40000
54959,73039
54960,63391
54961,40000
54962,41994
54963,49338
54964,61748
54965,40000
54966,51900
54967,42944
54968,57681
54969,79310
54970,75652
54971,40000
54972,40000
54973,40000
54974,65360
54975,70345
54976,62885
54977,48864
54978,62444
54979,40000
54980,59690
54981,40000
54982,41901
54983,62974
54984,40000
54985,58795
54986,40000
54987,80387
54988,70180
54989,40000
54990,51914
54991,40000
54992,41255
54993,78255
54994,60932
54995,67485
54996,43372
54997,46222
54998,65042
54999,40359
55000,40000
55001,44844
55002,90690
55003,40000
55004,40000
55005,48717
55006,53717
55007,40000
55008,40000
55009,40000
55010,42804
55011,41945
55012,59693
55013,43716
55014,49013
55015,48955
55016,40000
